img_pair,is_related
face05508.jpg-face01210.jpg,1.7881393432617188e-07
face05750.jpg-face00898.jpg,0.9630094170570374
face05820.jpg-face03938.jpg,0.9658556580543518
face02104.jpg-face01172.jpg,0.8958304524421692
face02428.jpg-face05611.jpg,0.7334834337234497
face01219.jpg-face00274.jpg,0.00012919306755065918
face04262.jpg-face00555.jpg,0.5027152895927429
face03697.jpg-face01892.jpg,0.8116774559020996
face03524.jpg-face00319.jpg,0.860257625579834
face03410.jpg-face05368.jpg,0.0005882382392883301
face00292.jpg-face06004.jpg,0.0004603564739227295
face00353.jpg-face01203.jpg,0.12848973274230957
face03140.jpg-face05223.jpg,0.7244141101837158
face02915.jpg-face03312.jpg,0.9899378418922424
face03012.jpg-face04103.jpg,9.238719940185547e-07
face02240.jpg-face02336.jpg,0.23980781435966492
face02131.jpg-face05209.jpg,0.6199443340301514
face04105.jpg-face01209.jpg,0.004569053649902344
face03565.jpg-face02509.jpg,0.7427964210510254
face02836.jpg-face01540.jpg,0.0007014274597167969
face02832.jpg-face05386.jpg,0.3208218216896057
face02596.jpg-face02913.jpg,0.023506373167037964
face02231.jpg-face05835.jpg,0.18051928281784058
face00451.jpg-face03664.jpg,0.4228389859199524
face01644.jpg-face01682.jpg,0.2687463164329529
face03988.jpg-face03379.jpg,0.7253034710884094
face00908.jpg-face05944.jpg,0.0007372796535491943
face05117.jpg-face03498.jpg,0.3734917640686035
face05466.jpg-face02942.jpg,0.2413342297077179
face01537.jpg-face00187.jpg,0.034525394439697266
face03609.jpg-face05219.jpg,3.9637088775634766e-06
face04820.jpg-face04526.jpg,0.09582102298736572
face05963.jpg-face00176.jpg,0.908900260925293
face04372.jpg-face03101.jpg,0.275917112827301
face01496.jpg-face04980.jpg,0.7967842817306519
face04215.jpg-face01123.jpg,2.980232238769531e-07
face02624.jpg-face05000.jpg,0.005988359451293945
face04434.jpg-face03376.jpg,0.00010988116264343262
face03417.jpg-face03461.jpg,0.24099156260490417
face03142.jpg-face00593.jpg,0.544662356376648
face00094.jpg-face04094.jpg,0.9342755079269409
face05700.jpg-face03910.jpg,0.0
face03620.jpg-face03203.jpg,0.9448069334030151
face05074.jpg-face03806.jpg,0.02823212742805481
face03836.jpg-face05917.jpg,0.3420702815055847
face04495.jpg-face02846.jpg,0.8597925901412964
face01690.jpg-face01033.jpg,0.003049224615097046
face01766.jpg-face06057.jpg,0.0006571114063262939
face04896.jpg-face01845.jpg,0.33262062072753906
face05468.jpg-face04688.jpg,0.00014352798461914062
face00293.jpg-face02930.jpg,0.024214446544647217
face05980.jpg-face03965.jpg,0.0017413198947906494
face02066.jpg-face01778.jpg,7.385015487670898e-05
face00710.jpg-face02119.jpg,0.0014674067497253418
face03708.jpg-face06116.jpg,9.834766387939453e-07
face01825.jpg-face04134.jpg,0.0
face00018.jpg-face03702.jpg,1.8417835235595703e-05
face05351.jpg-face00003.jpg,0.019541114568710327
face03438.jpg-face05696.jpg,0.46474945545196533
face05666.jpg-face02015.jpg,0.0026236772537231445
face05517.jpg-face02936.jpg,0.0
face03531.jpg-face01422.jpg,0.005081653594970703
face00762.jpg-face01849.jpg,0.0002143383026123047
face00233.jpg-face01504.jpg,0.029476851224899292
face02171.jpg-face04218.jpg,0.46796509623527527
face01617.jpg-face00906.jpg,0.17080065608024597
face00656.jpg-face00790.jpg,0.0
face01298.jpg-face03118.jpg,0.004610836505889893
face02603.jpg-face05437.jpg,0.8751507997512817
face01623.jpg-face03582.jpg,0.9963431358337402
face00517.jpg-face04211.jpg,0.0025585591793060303
face03682.jpg-face04838.jpg,3.4868717193603516e-06
face05305.jpg-face02194.jpg,2.384185791015625e-07
face00841.jpg-face00906.jpg,0.6326520442962646
face05493.jpg-face02508.jpg,0.01061210036277771
face03948.jpg-face05516.jpg,0.0003266632556915283
face05588.jpg-face00543.jpg,0.616814136505127
face00810.jpg-face02910.jpg,0.0
face03021.jpg-face03627.jpg,3.0994415283203125e-06
face04971.jpg-face01655.jpg,0.0
face04719.jpg-face03788.jpg,0.010885447263717651
face03402.jpg-face04336.jpg,0.9042134284973145
face06068.jpg-face00384.jpg,0.7058333158493042
face04103.jpg-face01972.jpg,0.8784036040306091
face00331.jpg-face00411.jpg,1.7881393432617188e-06
face00854.jpg-face03592.jpg,0.3096395432949066
face03343.jpg-face02264.jpg,0.2292129397392273
face01959.jpg-face00060.jpg,0.017552316188812256
face02928.jpg-face05094.jpg,0.3713775873184204
face00224.jpg-face04154.jpg,0.6027129888534546
face00908.jpg-face05554.jpg,0.0003656446933746338
face00575.jpg-face02530.jpg,0.9832825660705566
face00171.jpg-face02170.jpg,0.003655165433883667
face03640.jpg-face04729.jpg,0.5577417612075806
face00549.jpg-face01264.jpg,1.245737075805664e-05
face05053.jpg-face04330.jpg,0.037133991718292236
face00099.jpg-face01930.jpg,0.00010317564010620117
face04561.jpg-face00921.jpg,0.8327429294586182
face04380.jpg-face03551.jpg,0.0
face02137.jpg-face04891.jpg,0.04074561595916748
face01084.jpg-face02672.jpg,0.0007947683334350586
face05050.jpg-face05970.jpg,0.6658506393432617
face04706.jpg-face04695.jpg,0.0001901388168334961
face04537.jpg-face00012.jpg,0.4573464095592499
face01741.jpg-face05524.jpg,5.960464477539063e-08
face04312.jpg-face04329.jpg,0.5679779648780823
face05177.jpg-face03334.jpg,0.9919723272323608
face02753.jpg-face05441.jpg,0.00878751277923584
face01344.jpg-face03369.jpg,5.662441253662109e-07
face02149.jpg-face02687.jpg,0.05576401948928833
